,Longitude,Latitude
1105,-43.882877,-16.722725
1106,-43.88284,-16.722625
1107,-43.882773,-16.724424
1108,-43.882735,-16.724469
1109,-43.884435,-16.727361
1110,-43.884388,-16.727361
1111,-43.885883,-16.729963
1112,-43.885827,-16.72999
1113,-43.886172,-16.730281
1115,-43.874007,-16.719071
1116,-43.873829,-16.72057
1121,-43.876339,-16.716435
1122,-43.86205,-16.713944
1123,-43.860449,-16.70251
1124,-43.859822,-16.703845
1125,-43.856525,-16.704712
1126,-43.859162,-16.690112
1127,-43.859115,-16.690256
1128,-43.861696,-16.693045
1129,-43.861313,-16.692781
1130,-43.866043,-16.69541
1131,-43.866004,-16.695536
1132,-43.868966,-16.694332
1133,-43.86904,-16.69445
1134,-43.870217,-16.692098
1135,-43.871339,-16.689329
1137,-43.868461,-16.687704
1138,-43.864101,-16.685918
1139,-43.86343,-16.682109
1140,-43.862686,-16.677902
1141,-43.859091,-16.673752
1142,-43.856917,-16.671932
1143,-43.855334,-16.671517
1144,-43.853216,-16.671442
1145,-43.851443,-16.671504
1146,-43.852028,-16.670947
1147,-43.854337,-16.669008
1148,-43.855025,-16.668352
1149,-43.854811,-16.666434
1150,-43.852832,-16.664959
1151,-43.850658,-16.664866
1152,-43.850523,-16.663889
1153,-43.851707,-16.66348
1154,-43.853073,-16.663849
1155,-43.854895,-16.66658
1156,-43.855072,-16.668352
1157,-43.85597,-16.670246
1158,-43.856809,-16.671037
1159,-43.859045,-16.673571
1160,-43.862761,-16.677867
1161,-43.863495,-16.682146
1162,-43.864167,-16.685946
1163,-43.868349,-16.687613
1166,-43.868368,-16.738481
1167,-43.869923,-16.740361
1168,-43.869085,-16.740889
1169,-43.868485,-16.742432
1171,-43.869774,-16.700465
1172,-43.869876,-16.700574
1173,-43.871729,-16.701298
1174,-43.871673,-16.701225
1175,-43.87155,-16.702942
1176,-43.871495,-16.702842
1177,-43.871488,-16.703981
1178,-43.871423,-16.703926
1179,-43.872197,-16.703081
1180,-43.872262,-16.703099
1181,-43.872385,-16.701419
1182,-43.872459,-16.701446
1183,-43.87302,-16.701748
1184,-43.874177,-16.702839
1185,-43.874512,-16.701611
1186,-43.875244,-16.698407
1187,-43.873821,-16.697875
1188,-43.874,-16.696222
1189,-43.874027,-16.694794
1190,-43.873598,-16.69603
1191,-43.873183,-16.697998
1192,-43.872681,-16.700381
1193,-43.880946,-16.698329
1194,-43.880983,-16.698384
1195,-43.882075,-16.699411
1196,-43.88199,-16.69941
1197,-43.882255,-16.700695
1198,-43.881524,-16.700574
1199,-43.879434,-16.698682
1200,-43.879425,-16.698628
1201,-43.876257,-16.690404
1202,-43.875097,-16.689792
1203,-43.87363,-16.68898
1204,-43.874384,-16.688288
1205,-43.874981,-16.687216
1206,-43.87591,-16.685531
1207,-43.876517,-16.684377
1208,-43.877417,-16.684328
1209,-43.878773,-16.685004
1210,-43.879001,-16.686072
1211,-43.878044,-16.687838
1212,-43.877323,-16.689181
1213,-43.879386,-16.686074
1214,-43.880125,-16.68643
1215,-43.880663,-16.687382
1216,-43.879857,-16.688887
1217,-43.878583,-16.688681
1218,-43.88233582562861,-16.73188697873467
1219,-43.86443175187505,-16.75792552085482
1220,-43.86565562060773,-16.7561775894147
1221,-43.83883724269526,-16.70144698488883
1222,-43.83969189512996,-16.74807287091616
1223,-43.83705657620767,-16.74963593943111
1224,-43.83506079369112,-16.75081700312819
1225,-43.83186079849908,-16.75251967728342
1226,-43.83086863960143,-16.75046216047373
1227,-43.83064132621458,-16.74792494128065
1228,-43.83010353733059,-16.74864312298844
1229,-43.83980296553569,-16.74564530340886
1230,-43.8676409781478,-16.7758841362266
1231,-43.86797779674453,-16.77790515479278
1232,-43.868446701492,-16.7800881502269
1233,-43.86918452875668,-16.78137253822847
1234,-43.87068526820453,-16.7688425905026
1235,-43.86996720281994,-16.75136467156714
1236,-43.8663508192658,-16.7486213341815
1237,-43.86719801473902,-16.7483536353712
1238,-43.80825708682719,-16.69965177581138
1239,-43.80826412393381,-16.70078085470706
1240,-43.81003531442891,-16.70143140475293
1241,-43.81110422072914,-16.69965900646603
1242,-43.81577767780094,-16.69308063945466
1243,-43.79378941812762,-16.70475361981541
1244,-43.79375715261379,-16.70601980808321
1245,-43.79117805413373,-16.70772668696862
1246,-43.85767976414861,-16.76875641956575
1247,-43.8614112012921,-16.76827122665254
1248,-43.86155257456279,-16.76543128493842
1249,-43.87890263986674,-16.76380543020503
1250,-43.86318038950525,-16.76919517076053
1251,-43.85679146845271,-16.76964538479655
1252,-43.85798621918355,-16.76741399030857
1253,-43.85881447178339,-16.76615483229037
1254,-43.860324284909,-16.76399618394866
1255,-43.82125548207751,-16.68297162339093
1256,-43.82794045989496,-16.68568089459276
1257,-43.82847753423084,-16.68511435919299
1258,-43.82462741846438,-16.67270293047565
1259,-43.82033405703156,-16.68128789576586
1260,-43.82019052877872,-16.68057717549611
1261,-43.82293534640401,-16.67911680585753
1262,-43.82538008354814,-16.67785228940453
1263,-43.82296703154581,-16.67197656799701
1264,-43.82753882201879,-16.66969292654635
1265,-43.8388443127321,-16.67488469673184
1266,-43.83988244902121,-16.67388647293538
1267,-43.8399242405443,-16.67158018154905
1268,-43.84704868386447,-16.66307114288339
1269,-43.84826016908409,-16.66191207328764
1270,-43.84933049272854,-16.66022857803451
1271,-43.85159144087326,-16.66104782679015
1272,-43.8868250790882,-16.74462644718039
1273,-43.85009761869603,-16.76907559480134
1274,-43.85128297946333,-16.76755262826573
1275,-43.84895035488245,-16.76919963884818
1276,-43.84870974198115,-16.76916988376988
1277,-43.82953921606376,-16.74733489117191
1278,-43.82963391429273,-16.74553238802506
1279,-43.8305583849553,-16.74471372372453
